id,source,record_type,degree_injury_cd,degree_injury,date,year,mine_id,coal_metal,subunit,classification,accident_type,activity,injury_source,nature_injury,body_part,days_lost,no_injuries,mining_equipment,is_oilgas,oilgas_score,oilgas_terms,actual_injury,actual_fatality,narrative,narrative_words,text,is_duplicate,duplicate_of,dup_kind,duplicate_ids,split_hint
msha_006279,msha,no_injury_event,00,ACCIDENT ONLY,2023-03-06,2023,4609345,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",False,0,[],False,False,"A Loader had caught fire in the Williamson pit. while loading a rock truck. The operator got to safety off the machine before the loader had fully engulfed in flames. Miners were unable to extinguish the fire, so miners were removed from the area and area was blocked off. no injuries were reported.",53,"A Loader had caught fire in the Williamson pit. while loading a rock truck. The operator got to safety off the machine before the loader had fully engulfed in flames. Miners were unable to extinguish the fire, so miners were removed from the area and area was blocked off. no injuries were reported.",False,,,,train_candidate
msha_006280,msha,no_injury_event,00,ACCIDENT ONLY,2026-08-04,2026,4609345,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",False,0,[],False,False,Employee was driving lube truck LT#400 on #8 valley fill was going uphill smelled something hot when EE got to a level spot stopped truck and set park brake to investigate the smell and seen flame in the firewall area got EE's fire extinguisher and tried to extinguish the flame used 3 fire extinguishers and flame started back up then move to a safe location.,65,Employee was driving lube truck LT#400 on #8 valley fill was going uphill smelled something hot when EE got to a level spot stopped truck and set park brake to investigate the smell and seen flame in the firewall area got EE's fire extinguisher and tried to extinguish the flame used 3 fire extinguishers and flame started back up then move to a safe location.,False,,,,train_candidate
msha_006283,msha,no_injury_event,00,ACCIDENT ONLY,2021-02-14,2021,4800083,C,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Coal had built up in the cone/hopper of the truck load out of Silo #3. Changing weather conditions contributed to the spontaneous combustion of the coal in the hopper, causing the coal to burn. The fire burned for over an hour and was contained to the metal hopper/duct work. There was no damage to the hopper or duct work.",59,"Coal had built up in the cone/hopper of the truck load out of Silo #3. Changing weather conditions contributed to the spontaneous combustion of the coal in the hopper, causing the coal to burn. The fire burned for over an hour and was contained to the metal hopper/duct work. There was no damage to the hopper or duct work.",False,,,,train_candidate
msha_006286,msha,no_injury_event,00,ACCIDENT ONLY,2020-07-11,2020,4800977,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Smoke was discovered in the 5 1/2 West coal pit at the top of the coal face. The smoke could not be extinguished in 30 minutes. No miners or mining equipment were at risk during this event.,37,Smoke was discovered in the 5 1/2 West coal pit at the top of the coal face. The smoke could not be extinguished in 30 minutes. No miners or mining equipment were at risk during this event.,False,,,,train_candidate
msha_006287,msha,no_injury_event,00,ACCIDENT ONLY,2019-01-04,2019,4801034,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Minor amount of smoke was observed from spontaneous combustion of coal occurred in area 6.,15,Minor amount of smoke was observed from spontaneous combustion of coal occurred in area 6.,False,,,,train_candidate
msha_006294,msha,no_injury_event,00,ACCIDENT ONLY,2022-03-16,2022,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,The SP elevator was taken out of service for the elevator company to preform planned maintenance on the doors. The elevator was tested and placed back into service. MSHA was notified on site and via the hotline.,37,The SP elevator was taken out of service for the elevator company to preform planned maintenance on the doors. The elevator was tested and placed back into service. MSHA was notified on site and via the hotline.,False,,,,train_candidate
msha_006295,msha,no_injury_event,00,ACCIDENT ONLY,2022-10-05,2022,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"The SP Material Hoist was taken out of service due to an issue with the brake system. The line was replaced, the brakes tested, motor changed, and the hoist was re-commissioned before being placed back into service. MSHA was notified via the hotline.",43,"The SP Material Hoist was taken out of service due to an issue with the brake system. The line was replaced, the brakes tested, motor changed, and the hoist was re-commissioned before being placed back into service. MSHA was notified via the hotline.",False,,,,train_candidate
msha_006302,msha,no_injury_event,00,ACCIDENT ONLY,2025-06-20,2025,0502962,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"On June 20, 2025, at approximately 1420, a wildland fire was discovered inside the mine permit boundary near a public utility powerline during high wind conditions. The fire was not extinguished within 30 minutes of discovery making this event immediately reportable to MSHA. No personnel, equipment or facilities were endangered by this event.",53,"On June 20, 2025, at approximately 1420, a wildland fire was discovered inside the mine permit boundary near a public utility powerline during high wind conditions. The fire was not extinguished within 30 minutes of discovery making this event immediately reportable to MSHA. No personnel, equipment or facilities were endangered by this event.",False,,,,train_candidate
msha_006305,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2023-10-03,2023,0801433,M,"STRIP, QUARY, OPEN PIT",MACHINERY,"Caught in, under or between running or meshing objects",Machine maintenance,"CHAIN,ROPE,CABLE-NT CONVY",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,0,1,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",False,0,[],True,False,"EE was assisting with a drag rope exchange when the tip of their left pinky finger became pinched by the tugger rope. Their fingertip was severed, requiring stitches.",28,"EE was assisting with a drag rope exchange when the tip of their left pinky finger became pinched by the tugger rope. Their fingertip was severed, requiring stitches.",False,,,,train_candidate
msha_006315,msha,fatal,01,FATALITY,2023-07-26,2023,1506264,M,SURFACE AT UNDERGROUND,POWERED HAULAGE,Fall from machine,Getting on or off equipment,"BLDG,STRUCT,BOAT,RAFT,NEC",MULTIPLE INJURIES,"HEAD,NEC",,1,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",False,0,[],True,True,Employee evacuated truck on mine ramp and hit head on ramp floor causing serious head injury. *EE died on 3/19/2024.,20,Employee evacuated truck on mine ramp and hit head on ramp floor causing serious head injury. *EE died on 3/19/2024.,False,,,,train_candidate
msha_006340,msha,no_injury_event,00,ACCIDENT ONLY,2020-07-27,2020,3000663,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"Brake transducer, manifold failed. Manufacturer called to diagnose, changed out while evac took place out of the #2 skip. All miners were accounted for on surface at 4:40pm. 4:45pm #3 was back up and running, test trips performed, lowering of men back into mine was resumed.",46,"Brake transducer, manifold failed. Manufacturer called to diagnose, changed out while evac took place out of the #2 skip. All miners were accounted for on surface at 4:40pm. 4:45pm #3 was back up and running, test trips performed, lowering of men back into mine was resumed.",False,,,,train_candidate
msha_006341,msha,no_injury_event,00,ACCIDENT ONLY,2024-03-21,2024,3000663,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"Bell line communication system was down due to corroded wire, shorting out. Electrician repaired and steps taken to prevent reoccurrence.",20,"Bell line communication system was down due to corroded wire, shorting out. Electrician repaired and steps taken to prevent reoccurrence.",False,,,,train_candidate
msha_006342,msha,no_injury_event,00,ACCIDENT ONLY,2019-08-26,2019,3200595,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,Ore haulage trucks - off highway trucks,False,0,[],False,False,"A mechanical failure of a drive-line on a Kress coal hauler caused damage to oil lines which started a fire in the rear of the truck. The ""One Call"" was made for the 30 min. fire qualification. The truck operator was not exposed to any injury as EE exited the truck off the front and remained clear. Emergency procedures extinguished the fire with no injuries to any personnel.",68,"A mechanical failure of a drive-line on a Kress coal hauler caused damage to oil lines which started a fire in the rear of the truck. The ""One Call"" was made for the 30 min. fire qualification. The truck operator was not exposed to any injury as EE exited the truck off the front and remained clear. Emergency procedures extinguished the fire with no injuries to any personnel.",False,,,,train_candidate
msha_006351,msha,no_injury_event,00,ACCIDENT ONLY,2022-07-29,2022,3609548,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,Ore haulage trucks - off highway trucks,False,0,[],False,False,The haul truck suffered an engine failure which caused an outer piece of the lower engine block to blow apart. The hole opening in the block caused motor oil to spray around the outside of the engine and the hot turbo causing an ignition. The fire caused extensive damage to the operators compartment and engine.,55,The haul truck suffered an engine failure which caused an outer piece of the lower engine block to blow apart. The hole opening in the block caused motor oil to spray around the outside of the engine and the hot turbo causing an ignition. The fire caused extensive damage to the operators compartment and engine.,False,,,,train_candidate
msha_006352,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2023-10-05,2023,3800600,M,"STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,Struck by falling object,Handling supplies or material,"METAL,NEC(PIPE,WIRE,NAIL)",AMPUTATION OR ENUCLEATION,FOOT(NOT ANKLE/TOE)/TARSUS/METATARSUS,122,1,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",False,0,[],True,False,"6020B bucket pin (weighing about 1000lbs) fell off the back of the technician's truck striking them in the left foot. The pin was in a sling, but resting on the truck bumper when it slipped. Pin fell approximately 3 feet. Tech sustained a crush injury to their left foot.",49,"6020B bucket pin (weighing about 1000lbs) fell off the back of the technician's truck striking them in the left foot. The pin was in a sling, but resting on the truck bumper when it slipped. Pin fell approximately 3 feet. Tech sustained a crush injury to their left foot.",False,,,,train_candidate
msha_006356,msha,no_injury_event,00,ACCIDENT ONLY,2022-02-04,2022,4103190,M,MILL OPERATION/PREPARATION PLANT,FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Winter storm caused the water pipe to freeze that is located on the exterior wall. EE used a propane pear torch burner to thaw the metal water pipe. EE returned the burner and upon EE return, noticed smoke coming from the lab. Extinguishers were used to put the fire out. It was around 38 minutes that all signs of fire was not present in the wall. No injuries or entrapments.",70,"Winter storm caused the water pipe to freeze that is located on the exterior wall. EE used a propane pear torch burner to thaw the metal water pipe. EE returned the burner and upon EE return, noticed smoke coming from the lab. Extinguishers were used to put the fire out. It was around 38 minutes that all signs of fire was not present in the wall. No injuries or entrapments.",False,,,,train_candidate
